ARTICOLO, LIST PRICE  
E2 1SC2DVA11AE,15.61
E2 1SC2DVA11BA,20.15
E2 1SC2DVA11BE,20.6
E2 1SC2DVA11CA,20.15
E2 1SC2DVA11DA,20.15
E2 1SC2DVA11FA,20.15
E2 1SC2DVA11HA,20.15
E2 1SC2DVA11LA,21.15
E2 1SC2DVA11MA,20.15
E2 1SC2DVA11ME,20.6
E2 1SC2DVA11NA,20.15
E2 1SC2DVA11QA,20.15
E2 1SC2DVA11SA,20.15
E2 1SC2DVA19AA,15.8
E2 1SC2DVA19AE,16.25
E2 1SC2DVA19BA,20.79
E2 1SC2DVA19CA,20.79
E2 1SC2DVA19FA,20.79
E2 1SC2DVA19HA,20.79
E2 1SC2DVA19LA,21.79
E2 1SC2DVA19MA,20.79
E2 1SC2DVA19NA,20.79
E2 1SC2DVA19QA,20.79
E2 1SC2DVA19SA,20.79
E2 1SC2DVQ11AA,15.16
E2 1SC3ACE11AA,14.52
E2 1SC3ACE11AD,14.97
E2 1SC3ACE11BA,19.51
E2 1SC3ACE19AA,15.16
E2 1SC3ACE19AD,15.61
E2 1SC3ACE19BA,20.15
E2 1SC3ACE19BD,20.6
E2 1SC3ACE19CA,20.15
E2 1SC3ACE19LA,21.15
E2 1SC3ACE19MA,20.15
E2 1SC3BCE11AA,14.52
E2 1SC3BCE11AD,14.97
E2 1SC3BCE19AA,15.16
E2 1SC3BCE19AD,15.61
E2 1SC3BCE19CA,20.15
E2 1SC3BCF11AA,14.52
E2 1SC3BCR19AM,15.61
E2 1SC3CCE11AA,14.52
E2 1SC3CCE19AA,15.16
E2 1SC3DCE11AA,14.52
E2 1SC3DCE11AD,14.97
E2 1SC3DCE11BA,19.51
E2 1SC3DCE11CA,19.51
E2 1SC3DCE11FA,19.51
E2 1SC3DCE11HA,19.51
E2 1SC3DCE11LA,20.51
E2 1SC3DCE11MA,19.51
E2 1SC3DCE19AA,15.16
E2 1SC3DCE19AD,15.61
E2 1SC3DCE19BA,20.15
E2 1SC3DCE19CA,20.15
E2 1SC3DCE19FA,20.15
E2 1SC3DCE19HA,20.15
E2 1SC3DCE19LA,21.15
E2 1SC3DCE19MA,20.15
E2 1SC3ECE11AA,15.16
E2 1SC3ECE11AD,15.61
E2 1SC3ECE19AA,15.8
E2 1SC3ECE19AD,16.25
E2 1SC3FCE11AA,15.16
E2 1SC3FCE11AD,15.61
E2 1SC3FCE19AA,15.8
E2 1SC3GCE11AA,15.78
E2 1SC3GCE11AD,16.23
E2 1SC3GCE11BA,20.77
E2 1SC3GCE11CA,20.77
E2 1SC3GCE11FA,20.77
E2 1SC3GCE11MA,20.77
E2 1SC3GCE19AA,16.42
E2 1SC3GCE19AD,16.87
E2 1SC3GCE19BA,21.41
E2 1SC3GCE19CA,21.41
E2 1SC3GCE19FA,21.41
E2 1SC3GCE19HA,21.41
E2 1SC3GCE19LA,22.41
E2 1SC3GCE19QA,21.41
E2 1SC3GCR11AA,15.78
E2 1SC3HCE11AA,15.16
E2 1SC3HCE11AD,15.61
E2 1SC3HCE19AA,15.8
E2 1SC3HCE19BA,20.79
E2 1SC3HCE19CA,20.79
E2 1SC3HCE19FA,20.79
E2 1SC3HCE19HA,20.79
E2 1SC3HCE19LA,21.79
E2 1SC3HCE19MA,20.79
E2 1SC3HCE19NA,20.79
E2 1SC3HCE19QA,20.79
E2 1SC3HCE19SA,20.79
E2 1SC3LCE11AA,15.16
E2 1SC3LCE11AD,15.61
E2 1SC3LCE19AA,15.8
E2 1SC3MCE11AA,14.52
E2 1SC3MCE11AD,14.97
E2 1SC3MCE19AA,15.16
E2 1SC3MCE19AD,15.61
E2 1SC3NCE11AA,14.52
E2 1SC3NCE11AD,14.97
E2 1SC3NCE19AA,15.16
E2 1SC3NCE19MA,20.15
E2 1SC3NCR19AA,15.16
E2 1SC3PCE11AA,14.52
E2 1SC3PCE19AA,15.16
E2 1SC3PCE19MA,20.15
E2 1SC3QCE11AA,15.16
E2 1SC3QCE19AA,15.8
E2 1SC3QCE19AD,16.25
E2 1SC3RCE11AA,15.16
E2 1SC3RCE11AD,15.61
E2 1SC3RCE19AA,15.8
E2 1SE12ACA11AB,6.23
E2 1SE12ACA19AB,6.87
E2 1SE12ACA21AB,6.23
E2 1SE12ACA29AB,6.87
E2 1SE12ACA31AB,6.23
E2 1SE12ACA39AB,6.87
E2 1SE12ACA41AB,6.23
E2 1SE12ACA49AB,6.87
E2 1SE12ACA51AB,6.23
E2 1SE12ACA59AB,6.87
E2 1SE12ACA61AB,6.23
E2 1SE12ACA69AB,6.87
E2 1SE12ACA81AB,6.23
E2 1SE12ACA89AB,6.87
E2 1SE12ACE29AB,6.87
E2 1SE12ACQ19AB,6.87
E2 1SE12ACQ31AB,6.23
E2 1SE12ADA11AB,6.23
E2 1SE12ADA11BB,6.23
E2 1SE12AVA11AB,6.23
E2 1SE12AVA11BB,6.23
E2 1SE12AVA19AB,6.87
E2 1SE12AVA21AB,6.23
E2 1SE12AVA29AB,6.87
E2 1SE12AVA31AB,6.23
E2 1SE12AVA31AF,6.68
E2 1SE12AVA39AB,6.87
E2 1SE12AVA41AB,6.23
E2 1SE12AVA49AB,6.87
E2 1SE12AVA51AB,6.23
E2 1SE12AVA59AB,6.87
E2 1SE12AVA61AB,6.23
E2 1SE12AVA69AB,6.87
E2 1SE12AVA81AB,6.23
E2 1SE12AVA89AB,6.87
E2 1SE12AVQ11AB,6.23
E2 1SE12AVQ11BB,6.23
E2 1SE12AVQ19AB,6.87
E2 1SE12BCA19AB,6.87
E2 1SE12ECA11AB,6.85
E2 1SE12ECA19AB,7.49
E2 1SE12ECA21AB,6.85
E2 1SE12ECA29AB,7.49
E2 1SE12ECA31AB,6.85
E2 1SE12ECA39AB,7.49
E2 1SE12ECA41AB,6.85
E2 1SE12ECA49AB,7.49
E2 1SE12ECA51AB,6.85
E2 1SE12ECA59AB,7.49
E2 1SE12ECA61AB,6.85
E2 1SE12ECA69AB,7.49
E2 1SE12ECA81AB,6.85
E2 1SE12ECA89AB,7.49
E2 1SE12ECE29AB,7.49
E2 1SE12ECQ19AB,7.49
E2 1SE12EDA11AB,6.85
E2 1SE12EVA11AB,6.85
E2 1SE12EVA19AB,7.49
E2 1SE12EVA21AB,6.85
E2 1SE12EVA29AB,7.49
E2 1SE12EVA31AB,6.85
E2 1SE12EVA39AB,7.49
E2 1SE12EVA41AB,6.85
E2 1SE12EVA49AB,7.49
E2 1SE12EVA51AB,6.85
E2 1SE12EVA59AB,7.49
E2 1SE12EVA61AB,6.85
E2 1SE12EVA69AB,7.49
E2 1SE12EVA81AB,6.85
E2 1SE12EVA89AB,7.49
E2 1SE12EVQ11AB,6.85
E2 1SE12FCA11AB,6.85
E2 1SE12FCA19AB,7.49
E2 1SE12FCE29AB,7.49
E2 1SE12FVA11AB,6.85
E2 1SE12FVA19AB,7.49
E2 1SE13ACE11AB,6.23
E2 1SE13ACE19AB,6.87
E2 1SE13ACE19BB,6.87
E2 1SE13ACE21AB,6.23
E2 1SE13ACE29AB,6.87
E2 1SE13ACE31AB,6.23
E2 1SE13ACE39AB,6.87
E2 1SE13ACE41AB,6.23
E2 1SE13ACE49AB,6.87
E2 1SE13ACE51AB,6.23
E2 1SE13ACE59AB,6.87
E2 1SE13ACE61AB,6.23
E2 1SE13ACE69AB,6.87
E2 1SE13ACE81AB,6.23
E2 1SE13ACE89AB,6.87
E2 1SE13ACG11AB,6.23
E2 1SE13ACR11AB,6.23
E2 1SE13ACR19AB,6.87
E2 1SE13ECE11AB,6.85
E2 1SE13ECE19AB,7.49
E2 1SE13ECE21AB,6.85
E2 1SE13ECE29AB,7.49
E2 1SE13ECE31AB,6.85
E2 1SE13ECE39AB,7.49
E2 1SE13ECE41AB,6.85
E2 1SE13ECE49AB,7.49
E2 1SE13ECE51AB,6.85
E2 1SE13ECE59AB,7.49
E2 1SE13ECE61AB,6.85
E2 1SE13ECE69AB,7.49
E2 1SE13ECE81AB,6.85
E2 1SE13ECE89AB,7.49
E2 1SE13ECF19AB,7.49
E2 1SE13ECG19AB,7.49
E2 1SE13ECR19AB,7.49
E2 1SE13FCE11AB,6.85
E2 1SE13FCE19AB,7.49
E2 1SE13FCE21AB,6.85
E2 1SE13FCE29AB,7.49
E2 1SE13FCE31AB,6.85
E2 1SE13FCE39AB,7.49
E2 1SE13FCE41AB,6.85
E2 1SE13FCE49AB,7.49
E2 1SE13FCE51AB,6.85
E2 1SE13FCE59AB,7.49
E2 1SE13FCE61AB,6.85
E2 1SE13FCE69AB,7.49
E2 1SE13FCE81AB,6.85
E2 1SE13FCE89AB,7.49
E2 1SE13GCE11AB,7.48
E2 1SE13GCE19AB,8.12
E2 1SE13GCE21AB,7.48
E2 1SE13GCE29AB,8.12
E2 1SE13GCE31AB,7.48
E2 1SE13GCE39AB,8.12
E2 1SE13GCE41AB,7.48
E2 1SE13GCE49AB,8.12
E2 1SE13GCE51AB,7.48
E2 1SE13GCE59AB,8.12
E2 1SE13GCE61AB,7.48
E2 1SE13GCE69AB,8.12
E2 1SE13GCE81AB,7.48
E2 1SE13GCE89AB,8.12
E2 1SE13GCH31AB,7.48
E2 1SE13GCH41AB,7.48
E2 1SE13GCR11AB,7.48
E2 1SE13GCR19AB,8.12
E2 1SE22ACA11AB,6.55
E2 1SE22ACA19AB,7.19
E2 1SE22ACA21AB,6.55
E2 1SE22ACA29AB,7.19
E2 1SE22ACA31AB,6.55
E2 1SE22ACA39AB,7.19
E2 1SE22ACA41AB,6.55
E2 1SE22ACA49AB,7.19
E2 1SE22ACA51AB,6.55
E2 1SE22ACA59AB,7.19
E2 1SE22ACA61AB,6.55
E2 1SE22ACA69AB,7.19
E2 1SE22ACA81AB,6.55
E2 1SE22ACA89AB,7.19
E2 1SE22ACQ19AB,7.19
E2 1SE22AVA11AB,6.55
E2 1SE22AVA19AB,7.19
E2 1SE22AVA21AB,6.55
E2 1SE22AVA29AB,7.19
E2 1SE22AVA31AB,6.55
E2 1SE22AVA39AB,7.19
E2 1SE22AVA41AB,6.55
E2 1SE22AVA49AB,7.19
E2 1SE22AVA51AB,6.55
E2 1SE22AVA59AB,7.19
E2 1SE22AVA61AB,6.55
E2 1SE22AVA69AB,7.19
E2 1SE22AVA81AB,6.55
E2 1SE22AVA89AB,7.19
E2 1SE22ECA11AB,7.17
E2 1SE22ECA19AB,7.81
E2 1SE22ECA21AB,7.17
E2 1SE22ECA29AB,7.81
E2 1SE22ECA31AB,7.17
E2 1SE22ECA39AB,7.81
E2 1SE22ECA41AB,7.17
E2 1SE22ECA49AB,7.81
E2 1SE22ECA51AB,7.17
E2 1SE22ECA59AB,7.81
E2 1SE22ECA61AB,7.17
E2 1SE22ECA69AB,7.81
E2 1SE22ECA81AB,7.17
E2 1SE22ECA89AB,7.81
E2 1SE22ECQ19AB,7.81
E2 1SE22EVA11AB,7.17
E2 1SE22EVA19AB,7.81
E2 1SE22EVA21AB,7.17
E2 1SE22EVA29AB,7.81
E2 1SE22EVA31AB,7.17
E2 1SE22EVA39AB,7.81
E2 1SE22EVA41AB,7.17
E2 1SE22EVA49AB,7.81
E2 1SE22EVA51AB,7.17
E2 1SE22EVA59AB,7.81
E2 1SE22EVA61AB,7.17
E2 1SE22EVA69AB,7.81
E2 1SE22EVA81AB,7.17
E2 1SE22EVA89AB,7.81
E2 1SE23ACE11AB,6.55
E2 1SE23ACE19AB,7.19
E2 1SE23ACE21AB,6.55
E2 1SE23ACE29AB,7.19
E2 1SE23ACE31AB,6.55
E2 1SE23ACE39AB,7.19
E2 1SE23ACE41AB,6.55
E2 1SE23ACE49AB,7.19
E2 1SE23ACE51AB,6.55
E2 1SE23ACE59AB,7.19
E2 1SE23ACE61AB,6.55
E2 1SE23ACE69AB,7.19
E2 1SE23ACE81AB,6.55
E2 1SE23ACE89AB,7.19
E2 1SE23ACR19AB,7.19
E2 1SE23ECE11AB,7.17
E2 1SE23ECE19AB,7.81
E2 1SE23ECE21AB,7.17
E2 1SE23ECE29AB,7.81
E2 1SE23ECE31AB,7.17
E2 1SE23ECE39AB,7.81
E2 1SE23ECE41AB,7.17
E2 1SE23ECE49AB,7.81
E2 1SE23ECE51AB,7.17
E2 1SE23ECE59AB,7.81
E2 1SE23ECE61AB,7.17
E2 1SE23ECE69AB,7.81
E2 1SE23ECE81AB,7.17
E2 1SE23ECE89AB,7.81
E2 1SE23FCE11AB,7.17
E2 1SE23FCE19AB,7.81
E2 1SE23FCE21AB,7.17
E2 1SE23FCE29AB,7.81
E2 1SE23FCE31AB,7.17
E2 1SE23FCE39AB,7.81
E2 1SE23FCE41AB,7.17
E2 1SE23FCE49AB,7.81
E2 1SE23FCE51AB,7.17
E2 1SE23FCE59AB,7.81
E2 1SE23FCE61AB,7.17
E2 1SE23FCE69AB,7.81
E2 1SE23FCE81AB,7.17
E2 1SE23FCE89AB,7.81
E2 1SE23GCE11AB,7.8
E2 1SE23GCE19AB,8.44
E2 1SE23GCE21AB,7.8
E2 1SE23GCE29AB,8.44
E2 1SE23GCE31AB,7.8
E2 1SE23GCE39AB,8.44
E2 1SE23GCE41AB,7.8
E2 1SE23GCE49AB,8.44
E2 1SE23GCE51AB,7.8
E2 1SE23GCE59AB,8.44
E2 1SE23GCE61AB,7.8
E2 1SE23GCE69AB,8.44
E2 1SE23GCE81AB,7.8
E2 1SE23GCE89AB,8.44
E2 1SE23GCR19AB,8.44
E2 1SE42ACA11AB,6.68
E2 1SE42ACA19AB,7.32
E2 1SE42ACA19AC,7.77
E2 1SE42ACA21AB,6.68
E2 1SE42ACA29AB,7.32
E2 1SE42ACA31AB,6.68
E2 1SE42ACA39AB,7.32
E2 1SE42ACA41AB,6.68
E2 1SE42ACA49AB,7.32
E2 1SE42ACA51AB,6.68
E2 1SE42ACA59AB,7.32
E2 1SE42ACA61AB,6.68
E2 1SE42ACA69AB,7.32
E2 1SE42ACA81AB,6.68
E2 1SE42ACA89AB,7.32
E2 1SE42ADA11AB,6.68
E2 1SE42AVA11AB,6.68
E2 1SE42AVA19AB,7.32
E2 1SE42AVA21AB,6.68
E2 1SE42AVA29AB,7.32
E2 1SE42AVA31AB,6.68
E2 1SE42AVA39AB,7.32
E2 1SE42AVA41AB,6.68
E2 1SE42AVA49AB,7.32
E2 1SE42AVA51AB,6.68
E2 1SE42AVA59AB,7.32
E2 1SE42AVA61AB,6.68
E2 1SE42AVA69AB,7.32
E2 1SE42AVA81AB,6.68
E2 1SE42AVA89AB,7.32
E2 1SE42ECA11AB,7.3
E2 1SE42ECA11AC,7.75
E2 1SE42ECA19AB,7.94
E2 1SE42ECA19AC,8.39
E2 1SE42ECA21AB,7.3
E2 1SE42ECA29AB,7.94
E2 1SE42ECA31AB,7.3
E2 1SE42ECA39AB,7.94
E2 1SE42ECA41AB,7.3
E2 1SE42ECA49AB,7.94
E2 1SE42ECA51AB,7.3
E2 1SE42ECA59AB,7.94
E2 1SE42ECA61AB,7.3
E2 1SE42ECA69AB,7.94
E2 1SE42ECA81AB,7.3
E2 1SE42ECA89AB,7.94
E2 1SE42EVA11AB,7.3
E2 1SE42EVA19AB,7.94
E2 1SE42EVA21AB,7.3
E2 1SE42EVA29AB,7.94
E2 1SE42EVA31AB,7.3
E2 1SE42EVA39AB,7.94
E2 1SE42EVA41AB,7.3
E2 1SE42EVA49AB,7.94
E2 1SE42EVA51AB,7.3
E2 1SE42EVA59AB,7.94
E2 1SE42EVA61AB,7.3
E2 1SE42EVA69AB,7.94
E2 1SE42EVA81AB,7.3
E2 1SE42EVA89AB,7.94
E2 1SE42FVA11AB,7.3
E2 1SE42FVA49AB,7.94
E2 1SE43ACE11AB,6.68
E2 1SE43ACE11AD,7.13
E2 1SE43ACE19AB,7.32
E2 1SE43ACE19AD,7.77
E2 1SE43ACE21AB,6.68
E2 1SE43ACE21AD,7.13
E2 1SE43ACE29AB,7.32
E2 1SE43ACE31AB,6.68
E2 1SE43ACE39AB,7.32
E2 1SE43ACE41AB,6.68
E2 1SE43ACE49AB,7.32
E2 1SE43ACE51AB,6.68
E2 1SE43ACE59AB,7.32
E2 1SE43ACE61AB,6.68
E2 1SE43ACE69AB,7.32
E2 1SE43ACE81AB,6.68
E2 1SE43ACE89AB,7.32
E2 1SE43ECE11AB,7.3
E2 1SE43ECE19AB,7.94
E2 1SE43ECE21AB,7.3
E2 1SE43ECE29AB,7.94
E2 1SE43ECE31AB,7.3
E2 1SE43ECE39AB,7.94
E2 1SE43ECE41AB,7.3
E2 1SE43ECE49AB,7.94
E2 1SE43ECE51AB,7.3
E2 1SE43ECE59AB,7.94
E2 1SE43ECE61AB,7.3
E2 1SE43ECE69AB,7.94
E2 1SE43ECE81AB,7.3
E2 1SE43ECE89AB,7.94
E2 1SE43FCE11AB,7.3
E2 1SE43FCE19AB,7.94
E2 1SE43FCE21AB,7.3
E2 1SE43FCE29AB,7.94
E2 1SE43FCE31AB,7.3
E2 1SE43FCE39AB,7.94
E2 1SE43FCE41AB,7.3
E2 1SE43FCE49AB,7.94
E2 1SE43FCE51AB,7.3
E2 1SE43FCE59AB,7.94
E2 1SE43FCE61AB,7.3
E2 1SE43FCE69AB,7.94
E2 1SE43FCE81AB,7.3
E2 1SE43FCE89AB,7.94
E2 1SE43GCE11AB,7.93
E2 1SE43GCE19AB,8.57
E2 1SE43GCE19AD,9.02
E2 1SE43GCE21AB,7.93
E2 1SE43GCE29AB,8.57
E2 1SE43GCE31AB,7.93
E2 1SE43GCE39AB,8.57
E2 1SE43GCE41AB,7.93
E2 1SE43GCE49AB,8.57
E2 1SE43GCE51AB,7.93
E2 1SE43GCE59AB,8.57
E2 1SE43GCE61AB,7.93
E2 1SE43GCE69AB,8.57
E2 1SE43GCE81AB,7.93
E2 1SE43GCE89AB,8.57
E2 1SL12ACD21AB,7.24
E2 1SL12ACD29AB,7.85
E2 1SL12ACD31AB,7.24
E2 1SL12ACD39AB,7.85
E2 1SL12ACD41AB,7.24
E2 1SL12ACD49AB,7.85
E2 1SL12ACD51AB,7.24
E2 1SL12ACD59AB,7.85
E2 1SL12ACD61AB,7.24
E2 1SL12ACD69AB,7.85
E2 1SL12ACD81AB,7.24
E2 1SL12ACD89AB,7.85
E2 1SL12ADD41AB,7.53
E2 1SL12AVD21AB,7.24
E2 1SL12AVD29AB,7.85
E2 1SL12AVD31AB,7.24
E2 1SL12AVD39AB,7.85
E2 1SL12AVD41AB,7.24
E2 1SL12AVD49AB,7.85
E2 1SL12AVD51AB,7.24
E2 1SL12AVD59AB,7.85
E2 1SL12AVD61AB,7.24
E2 1SL12AVD69AB,7.85
E2 1SL12AVD81AB,7.24
E2 1SL12AVD89AB,7.85
E2 1SL12BCD49AB,7.85
E2 1SL12ECD21AB,7.83
E2 1SL12ECD29AB,8.44
E2 1SL12ECD31AB,7.83
E2 1SL12ECD39AB,8.44
E2 1SL12ECD41AB,7.83
E2 1SL12ECD49AB,8.44
E2 1SL12ECD51AB,7.83
E2 1SL12ECD59AB,8.44
E2 1SL12ECD61AB,7.83
E2 1SL12ECD69AB,8.44
E2 1SL12ECD81AB,7.83
E2 1SL12ECD89AB,8.44
E2 1SL12EVD21AB,7.83
E2 1SL12EVD29AB,8.44
E2 1SL12EVD31AB,7.83
E2 1SL12EVD39AB,8.44
E2 1SL12EVD41AB,7.83
E2 1SL12EVD49AB,8.44
E2 1SL12EVD51AB,7.83
E2 1SL12EVD59AB,8.44
E2 1SL12EVD61AB,7.83
E2 1SL12EVD69AB,8.44
E2 1SL12EVD81AB,7.83
E2 1SL12EVD89AB,8.44
E2 1SL13ACH21AB,7.24
E2 1SL13ACH29AB,7.85
E2 1SL13ACH31AB,7.24
E2 1SL13ACH39AB,7.85
E2 1SL13ACH41AB,7.24
E2 1SL13ACH49AB,7.85
E2 1SL13ACH51AB,7.24
E2 1SL13ACH59AB,7.85
E2 1SL13ACH61AB,7.24
E2 1SL13ACH69AB,7.85
E2 1SL13ACH81AB,7.24
E2 1SL13ACH89AB,7.85
E2 1SL13ECH21AB,7.83
E2 1SL13ECH29AB,8.44
E2 1SL13ECH31AB,7.83
E2 1SL13ECH39AB,8.44
E2 1SL13ECH41AB,7.83
E2 1SL13ECH49AB,8.44
E2 1SL13ECH51AB,7.83
E2 1SL13ECH59AB,8.44
E2 1SL13ECH61AB,7.83
E2 1SL13ECH69AB,8.44
E2 1SL13ECH81AB,7.83
E2 1SL13ECH89AB,8.44
E2 1SL13FCH21AB,7.83
E2 1SL13FCH29AB,8.44
E2 1SL13FCH31AB,7.83
E2 1SL13FCH39AB,8.44
E2 1SL13FCH41AB,7.83
E2 1SL13FCH49AB,8.44
E2 1SL13FCH51AB,7.83
E2 1SL13FCH59AB,8.44
E2 1SL13FCH61AB,7.83
E2 1SL13FCH69AB,8.44
E2 1SL13FCH81AB,7.83
E2 1SL13FCH89AB,8.44
E2 1SL13GCH21AB,8.43
E2 1SL13GCH29AB,9.04
E2 1SL13GCH31AB,8.43
E2 1SL13GCH39AB,9.04
E2 1SL13GCH41AB,8.43
E2 1SL13GCH49AB,9.04
E2 1SL13GCH51AB,8.43
E2 1SL13GCH59AB,9.04
E2 1SL13GCH61AB,8.43
E2 1SL13GCH69AB,9.04
E2 1SL13GCH81AB,8.43
E2 1SL13GCH89AB,9.04
E2 1SL22ACD21AB,7.47
E2 1SL22ACD29AB,8.08
E2 1SL22ACD31AB,7.47
E2 1SL22ACD39AB,8.08
E2 1SL22ACD41AB,7.47
E2 1SL22ACD49AB,8.08
E2 1SL22ACD51AB,7.47
E2 1SL22ACD59AB,8.08
E2 1SL22ACD61AB,7.47
E2 1SL22ACD69AB,8.08
E2 1SL22ACD81AB,7.47
E2 1SL22ACD89AB,8.08
E2 1SL22AVD21AB,7.47
E2 1SL22AVD29AB,8.08
E2 1SL22AVD31AB,7.47
E2 1SL22AVD39AB,8.08
E2 1SL22AVD41AB,7.47
E2 1SL22AVD49AB,8.08
E2 1SL22AVD51AB,7.47
E2 1SL22AVD59AB,8.08
E2 1SL22AVD61AB,7.47
E2 1SL22AVD69AB,8.08
E2 1SL22AVD81AB,7.47
E2 1SL22AVD89AB,8.08
E2 1SL22ECD21AB,8.06
E2 1SL22ECD29AB,8.67
E2 1SL22ECD31AB,8.06
E2 1SL22ECD39AB,8.67
E2 1SL22ECD41AB,8.06
E2 1SL22ECD49AB,8.67
E2 1SL22ECD51AB,8.06
E2 1SL22ECD59AB,8.67
E2 1SL22ECD61AB,8.06
E2 1SL22ECD69AB,8.67
E2 1SL22ECD81AB,8.06
E2 1SL22ECD89AB,8.67
E2 1SL22EVD21AB,8.06
E2 1SL22EVD29AB,8.67
E2 1SL22EVD31AB,8.06
E2 1SL22EVD39AB,8.67
E2 1SL22EVD41AB,8.06
E2 1SL22EVD49AB,8.67
E2 1SL22EVD51AB,8.06
E2 1SL22EVD59AB,8.67
E2 1SL22EVD61AB,8.06
E2 1SL22EVD69AB,8.67
E2 1SL22EVD81AB,8.06
E2 1SL22EVD89AB,8.67
E2 1SL23ACH21AB,7.47
E2 1SL23ACH29AB,8.08
E2 1SL23ACH31AB,7.47
E2 1SL23ACH39AB,8.08
E2 1SL23ACH41AB,7.47
E2 1SL23ACH49AB,8.08
E2 1SL23ACH51AB,7.47
E2 1SL23ACH59AB,8.08
E2 1SL23ACH61AB,7.47
E2 1SL23ACH69AB,8.08
E2 1SL23ACH81AB,7.47
E2 1SL23ACH89AB,8.08
E2 1SL23ECH21AB,8.06
E2 1SL23ECH29AB,8.67
E2 1SL23ECH31AB,8.06
E2 1SL23ECH39AB,8.67
E2 1SL23ECH41AB,8.06
E2 1SL23ECH49AB,8.67
E2 1SL23ECH51AB,8.06
E2 1SL23ECH59AB,8.67
E2 1SL23ECH61AB,8.06
E2 1SL23ECH69AB,8.67
E2 1SL23ECH81AB,8.06
E2 1SL23ECH89AB,8.67
E2 1SL23FCH21AB,8.06
E2 1SL23FCH29AB,8.67
E2 1SL23FCH31AB,8.06
E2 1SL23FCH39AB,8.67
E2 1SL23FCH41AB,8.06
E2 1SL23FCH49AB,8.67
E2 1SL23FCH51AB,8.06
E2 1SL23FCH59AB,8.67
E2 1SL23FCH61AB,8.06
E2 1SL23FCH69AB,8.67
E2 1SL23FCH81AB,8.06
E2 1SL23FCH89AB,8.67
E2 1SL23GCH21AB,8.66
E2 1SL23GCH29AB,9.27
E2 1SL23GCH31AB,8.66
E2 1SL23GCH39AB,9.27
E2 1SL23GCH41AB,8.66
E2 1SL23GCH49AB,9.27
E2 1SL23GCH51AB,8.66
E2 1SL23GCH59AB,9.27
E2 1SL23GCH61AB,8.66
E2 1SL23GCH69AB,9.27
E2 1SL23GCH81AB,8.66
E2 1SL23GCH89AB,9.27
E2 1SL42ACD21AB,7.66
E2 1SL42ACD29AB,8.27
E2 1SL42ACD31AB,7.66
E2 1SL42ACD39AB,8.27
E2 1SL42ACD39AC,8.69
E2 1SL42ACD41AB,7.66
E2 1SL42ACD49AB,8.27
E2 1SL42ACD51AB,7.66
E2 1SL42ACD59AB,8.27
E2 1SL42ACD61AB,7.66
E2 1SL42ACD61AC,8.08
E2 1SL42ACD69AB,8.27
E2 1SL42ACD69AC,8.69
E2 1SL42ACD81AB,7.66
E2 1SL42ACD89AB,8.27
E2 1SL42AVD21AB,7.66
E2 1SL42AVD29AB,8.27
E2 1SL42AVD31AB,7.66
E2 1SL42AVD39AB,8.27
E2 1SL42AVD41AB,7.66
E2 1SL42AVD49AB,8.27
E2 1SL42AVD51AB,7.66
E2 1SL42AVD59AB,8.27
E2 1SL42AVD61AB,7.66
E2 1SL42AVD61AC,8.08
E2 1SL42AVD69AB,8.27
E2 1SL42AVD81AB,7.66
E2 1SL42AVD89AB,8.27
E2 1SL42ECD21AB,8.25
E2 1SL42ECD29AB,8.86
E2 1SL42ECD31AB,8.25
E2 1SL42ECD39AB,8.86
E2 1SL42ECD41AB,8.25
E2 1SL42ECD49AB,8.86
E2 1SL42ECD51AB,8.25
E2 1SL42ECD59AB,8.86
E2 1SL42ECD61AB,8.25
E2 1SL42ECD69AB,8.86
E2 1SL42ECD81AB,8.25
E2 1SL42ECD89AB,8.86
E2 1SL42EVD21AB,8.25
E2 1SL42EVD29AB,8.86
E2 1SL42EVD31AB,8.25
E2 1SL42EVD39AB,8.86
E2 1SL42EVD41AB,8.25
E2 1SL42EVD49AB,8.86
E2 1SL42EVD51AB,8.25
E2 1SL42EVD59AB,8.86
E2 1SL42EVD61AB,8.25
E2 1SL42EVD69AB,8.86
E2 1SL42EVD81AB,8.25
E2 1SL42EVD89AB,8.86
E2 1SL43ACH21AB,7.66
E2 1SL43ACH29AB,8.27
E2 1SL43ACH29AD,8.69
E2 1SL43ACH31AB,7.66
E2 1SL43ACH39AB,8.27
E2 1SL43ACH41AB,7.66
E2 1SL43ACH49AB,8.27
E2 1SL43ACH51AB,7.66
E2 1SL43ACH59AB,8.27
E2 1SL43ACH61AB,7.66
E2 1SL43ACH69AB,8.27
E2 1SL43ACH81AB,7.66
E2 1SL43ACH89AB,8.27
E2 1SL43ECH21AB,8.25
E2 1SL43ECH29AB,8.86
E2 1SL43ECH31AB,8.25
E2 1SL43ECH39AB,8.86
E2 1SL43ECH41AB,8.25
E2 1SL43ECH49AB,8.86
E2 1SL43ECH51AB,8.25
E2 1SL43ECH59AB,8.86
E2 1SL43ECH61AB,8.25
E2 1SL43ECH69AB,8.86
E2 1SL43ECH81AB,8.25
E2 1SL43ECH89AB,8.86
E2 1SL43FCH21AB,8.25
E2 1SL43FCH29AB,8.86
E2 1SL43FCH31AB,8.25
E2 1SL43FCH39AB,8.86
E2 1SL43FCH41AB,8.25
E2 1SL43FCH49AB,8.86
E2 1SL43FCH51AB,8.25
E2 1SL43FCH59AB,8.86
E2 1SL43FCH61AB,8.25
